file,type,severity,time_us,module,message,cluster
interrupts_test_sim.log,UVM,UVM_ERROR,8773.92829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8778.76829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8778.76829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8778.87329,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8782.60829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8782.60829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8787.44829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8787.44829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8787.55329,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8801.28829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8801.28829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8806.12829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8806.12829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8806.23329,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8809.96829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8809.96829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8814.80829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8814.80829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8814.91329,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_INFO,8814.91329,sim:description:2,**check _supply_otw_irq_seq interrupt mask SUPPLY=0 and OTW=0 at channel 0,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8818.64829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8818.64829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8823.48829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8823.48829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8823.59329,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8827.32829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8827.32829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8832.16829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8832.16829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8832.27329,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8846.00829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8846.00829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8850.84829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8850.84829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8850.95329,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8854.68829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8854.68829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8859.52829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8859.52829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8859.63329,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8863.36829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8863.36829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8863.47329,sim:measure,'IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8867.20829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8867.20829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8867.31329,sim:measure,'SUP_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8871.04829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8871.04829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8875.88829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8875.88829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8875.99329,sim:measure,'IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8879.72829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8879.72829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8879.83329,sim:measure,'SPI_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8883.56829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8883.56829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8883.67329,sim:measure,'BUF_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8887.40829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8887.40829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8887.51329,sim:measure,'SUP_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8891.24829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8891.24829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8891.35329,sim:measure,'ECC_CORR_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8895.08829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8895.08829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8895.19329,sim:measure,'ECC_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8898.92829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8898.92829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8899.03329,sim:measure,'DSI_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8902.76829,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8902.76829,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8902.87329,sim:measure,'DSI_IRQ_STAT' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_INFO,8902.87329,supply_ote_irq_seq,supply_ote_irq_seq sequence starting,-1
interrupts_test_sim.log,UVM,UVM_INFO,8902.87429,sim:description:1,*interrupt and mask test for _supply_ote_irq_seq at channel 0,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8906.60929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8906.60929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8911.44929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8911.44929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8916.28929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8916.28929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8921.12929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8921.12929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8925.96929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8925.96929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8930.80929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8930.80929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8935.64929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8935.64929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8940.48929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8940.48929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8945.32929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8945.32929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8950.16929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8950.16929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8950.27429,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8954.00929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8954.00929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8958.84929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8958.84929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,8958.95429,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_INFO,8958.95429,sim:description:2,**check _supply_ote_irq_seq interrupt at channel 0,-1
interrupts_test_sim.log,UVM,UVM_ERROR,8962.68929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8962.68929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8967.52929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,8967.52929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9192.36929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9192.36929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9197.20929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9197.20929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9502.04929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9502.04929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9506.88929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9506.88929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9507.99429,sim:description:2,**check _supply_ote_irq_seq interrupt mask SUPPLY=0 and OTE=1 at channel 0,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9511.72929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9511.72929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9516.56929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9516.56929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9516.67429,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9520.40929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9520.40929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9525.24929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9525.24929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9525.35429,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9539.08929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9539.08929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9543.92929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9543.92929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9544.03429,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9547.76929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9547.76929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9552.60929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9552.60929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9552.71429,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_INFO,9552.71429,sim:description:2,**check _supply_ote_irq_seq interrupt mask SUPPLY=1 and OTE=0 at channel 0,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9556.44929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9556.44929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9561.28929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9561.28929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9561.39429,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9565.12929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9565.12929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9569.96929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9569.96929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9570.07429,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9583.80929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9583.80929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9588.64929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9588.64929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9588.75429,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9592.48929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9592.48929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9597.32929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9597.32929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9597.43429,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_INFO,9597.43429,sim:description:2,**check _supply_ote_irq_seq interrupt mask SUPPLY=0 and OTE=0 at channel 0,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9601.16929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9601.16929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9606.00929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9606.00929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9606.11429,sim:measure,'IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9609.84929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9609.84929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9614.68929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9614.68929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_INFO,9614.79429,sim:measure,'SUP_IRQ_MASK' status = PASS,-1
interrupts_test_sim.log,UVM,UVM_ERROR,9628.52929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9628.52929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9633.36929,m_master_transmission_checker_0,"Injected Error: no CR0 flag in status word found, but there seems to be data contained in CRM buffer of channel 0",-1
interrupts_test_sim.log,UVM,UVM_ERROR,9633.36929,m_master_transmission_checker_1,"Injected Error: no CR1 flag in status word found, but there seems to be data contained in CRM buffer of channel 1",-1
